#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2020-01-01 00:00:00+00:00 2020-01-03 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
JFK,2020-01-01 01:05,-73.7622,40.6386,M,M,M,220.00,11.00,M,29.64,M,10.00,M,BKN,OVC,M,M,5000.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010105Z AUTO 22011KT 10SM BKN050 OVC065 06/04 A2963 RMK T00600040 MADISHF
JFK,2020-01-01 01:10,-73.7622,40.6386,M,M,M,220.00,13.00,M,29.64,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010110Z AUTO 22013KT 10SM OVC050 07/04 A2963 RMK T00700040 MADISHF
JFK,2020-01-01 01:15,-73.7622,40.6386,M,M,M,220.00,11.00,M,29.64,M,10.00,M,BKN,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010115Z AUTO 22011KT 10SM BKN050 OVC070 06/04 A2963 RMK T00600040 MADISHF
JFK,2020-01-01 01:20,-73.7622,40.6386,M,M,M,220.00,11.00,M,29.64,M,10.00,M,BKN,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010120Z AUTO 22011KT 10SM BKN050 OVC070 06/04 A2963 RMK T00600040 MADISHF
JFK,2020-01-01 01:25,-73.7622,40.6386,M,M,M,220.00,14.00,M,29.64,M,10.00,M,BKN,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010125Z AUTO 22014KT 10SM BKN050 OVC070 07/04 A2963 RMK T00700040 MADISHF
JFK,2020-01-01 01:30,-73.7622,40.6386,M,M,M,220.00,11.00,M,29.64,M,10.00,M,BKN,OVC,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010130Z AUTO 22011KT 10SM BKN050 OVC060 06/04 A2963 RMK T00600040 MADISHF
JFK,2020-01-01 01:35,-73.7622,40.6386,M,M,M,220.00,18.00,M,29.65,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010135Z AUTO 22018KT 10SM OVC055 06/04 A2964 RMK T00600040 MADISHF
JFK,2020-01-01 01:40,-73.7622,40.6386,M,M,M,230.00,13.00,M,29.65,M,10.00,M,BKN,OVC,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010140Z AUTO 23013KT 10SM BKN050 OVC060 06/04 A2964 RMK T00600040 MADISHF
JFK,2020-01-01 01:45,-73.7622,40.6386,M,M,M,230.00,16.00,M,29.65,M,10.00,M,BKN,OVC,M,M,4700.00,5500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010145Z AUTO 23016KT 10SM BKN047 OVC055 07/04 A2964 RMK T00700040 MADISHF
JFK,2020-01-01 01:50,-73.7622,40.6386,M,M,M,M,17.00,M,29.66,M,10.00,M,FEW,BKN,OVC,M,2300.00,4700.00,5500.00,M,M,M,M,M,M,M,M,M,KJFK 010150Z AUTO ///17KT 10SM FEW023 BKN047 OVC055 07/04 A2965 RMK T00700040 MADISHF
JFK,2020-01-01 01:51,-73.7622,40.6386,44.10,39.90,85.06,250.00,15.00,0.00,29.66,1004.20,10.00,M,FEW,BKN,OVC,M,2300.00,4700.00,5500.00,M,M,M,M,M,M,M,M,36.47,KJFK 010151Z 25015KT 10SM FEW023 BKN047 OVC055 07/04 A2966 RMK AO2 SLP042 T00670044 $
JFK,2020-01-01 01:55,-73.7622,40.6386,M,M,M,M,20.00,M,29.66,M,10.00,M,FEW,BKN,OVC,M,2900.00,4100.00,5500.00,M,-RA,M,M,M,M,M,M,M,KJFK 010155Z AUTO ///20KT 10SM -RA FEW029 BKN041 OVC055 07/04 A2965 RMK T00700040 CIG 032 W  MADISHF
JFK,2020-01-01 02:00,-73.7622,40.6386,M,M,M,260.00,16.00,M,29.66,M,10.00,M,FEW,BKN,OVC,M,2800.00,4100.00,5000.00,M,-RA,M,M,M,M,M,M,M,KJFK 010200Z AUTO 26016KT 10SM -RA FEW028 BKN041 OVC050 07/04 A2965 RMK T00700040 MADISHF
JFK,2020-01-01 02:05,-73.7622,40.6386,M,M,M,M,18.00,M,29.66,M,10.00,M,FEW,BKN,OVC,M,2600.00,4100.00,5000.00,M,-RA,M,M,M,M,M,M,M,KJFK 010205Z AUTO ///18KT 10SM -RA FEW026 BKN041 OVC050 06/04 A2965 RMK T00600040 MADISHF
JFK,2020-01-01 02:10,-73.7622,40.6386,M,M,M,280.00,16.00,M,29.66,M,10.00,M,FEW,SCT,OVC,M,2600.00,3399.00,4100.00,M,-RA,M,M,M,M,M,M,M,KJFK 010210Z AUTO 28016KT 10SM -RA FEW026 SCT033 OVC041 07/03 A2965 RMK T00700030 MADISHF
JFK,2020-01-01 02:15,-73.7622,40.6386,M,M,M,M,17.00,M,29.66,M,10.00,M,FEW,SCT,OVC,M,2600.00,3399.00,4100.00,M,-RA,M,M,M,M,M,M,M,KJFK 010215Z AUTO ///17KT 10SM -RA FEW026 SCT033 OVC041 06/03 A2965 RMK T00600030 MADISHF
JFK,2020-01-01 02:20,-73.7622,40.6386,M,M,M,280.00,15.00,M,29.66,M,10.00,M,FEW,BKN,OVC,M,2600.00,4100.00,5000.00,M,M,M,M,M,M,M,M,M,KJFK 010220Z AUTO 28015KT 10SM FEW026 BKN041 OVC050 06/02 A2965 RMK T00600020 MADISHF
JFK,2020-01-01 02:25,-73.7622,40.6386,M,M,M,280.00,15.00,M,29.65,M,10.00,M,BKN,OVC,M,M,4300.00,5000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010225Z AUTO 28015KT 10SM BKN043 OVC050 06/02 A2964 RMK T00600020 MADISHF
JFK,2020-01-01 02:30,-73.7622,40.6386,M,M,M,280.00,14.00,M,29.65,M,10.00,M,OVC,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010230Z AUTO 28014KT 10SM OVC045 06/02 A2964 RMK T00600020 MADISHF
JFK,2020-01-01 02:35,-73.7622,40.6386,M,M,M,280.00,11.00,M,29.65,M,10.00,M,OVC,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010235Z AUTO 28011KT 10SM OVC045 06/02 A2964 RMK T00600020 MADISHF
JFK,2020-01-01 02:40,-73.7622,40.6386,M,M,M,270.00,11.00,M,29.65,M,10.00,M,OVC,M,M,M,4700.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010240Z AUTO 27011KT 10SM OVC047 06/02 A2964 RMK T00600020 MADISHF
JFK,2020-01-01 02:45,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.65,M,10.00,M,BKN,OVC,M,M,4700.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010245Z AUTO 27014KT 10SM BKN047 OVC060 06/02 A2964 RMK T00600020 MADISHF
JFK,2020-01-01 02:50,-73.7622,40.6386,M,M,M,270.00,13.00,M,29.65,M,10.00,M,BKN,OVC,M,M,4900.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010250Z AUTO 27013KT 10SM BKN049 OVC060 06/02 A2964 RMK T00600020 MADISHF
JFK,2020-01-01 02:51,-73.7622,40.6386,43.00,35.10,73.45,270.00,13.00,0.0001,29.65,1003.90,10.00,M,BKN,OVC,M,M,4900.00,6000.00,M,M,M,M,M,M,29.00,250.00,2020-01-01 01:55,35.66,KJFK 010251Z 27013KT 10SM BKN049 OVC060 06/02 A2965 RMK AO2 PK WND 25029/0155 RAB0152E17 SLP039 P0000 60000 T00610017 56001 $
JFK,2020-01-01 02:55,-73.7622,40.6386,M,M,M,280.00,14.00,M,29.65,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010255Z AUTO 28014KT 10SM OVC050 06/02 A2964 RMK T00600020 MADISHF
JFK,2020-01-01 03:00,-73.7622,40.6386,M,M,M,270.00,13.00,M,29.65,M,10.00,M,BKN,OVC,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010300Z AUTO 27013KT 10SM BKN050 OVC060 06/02 A2964 RMK T00600020 MADISHF
JFK,2020-01-01 03:05,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.65,M,10.00,M,BKN,OVC,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010305Z AUTO 27014KT 10SM BKN050 OVC060 06/02 A2964 RMK T00600020 MADISHF
JFK,2020-01-01 03:10,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.65,M,10.00,M,BKN,OVC,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010310Z AUTO 27014KT 10SM BKN050 OVC060 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 03:15,-73.7622,40.6386,M,M,M,280.00,11.00,M,29.65,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010315Z AUTO 28011KT 10SM OVC050 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 03:20,-73.7622,40.6386,M,M,M,280.00,11.00,M,29.65,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010320Z AUTO 28011KT 10SM OVC050 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 03:25,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.65,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010325Z AUTO 27014KT 10SM OVC055 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 03:30,-73.7622,40.6386,M,M,M,280.00,13.00,M,29.65,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010330Z AUTO 28013KT 10SM OVC055 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 03:35,-73.7622,40.6386,M,M,M,280.00,13.00,M,29.65,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010335Z AUTO 28013KT 10SM OVC060 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 03:40,-73.7622,40.6386,M,M,M,280.00,11.00,M,29.65,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010340Z AUTO 28011KT 10SM OVC060 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 03:45,-73.7622,40.6386,M,M,M,280.00,13.00,M,29.65,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010345Z AUTO 28013KT 10SM OVC065 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 03:50,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.65,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010350Z AUTO 27014KT 10SM OVC065 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 03:51,-73.7622,40.6386,43.00,34.00,70.30,270.00,15.00,0.00,29.65,1004.00,10.00,18.00,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,35.04,KJFK 010351Z 27015G18KT 10SM OVC065 06/01 A2965 RMK AO2 SLP040 T00610011 $
JFK,2020-01-01 03:55,-73.7622,40.6386,M,M,M,270.00,11.00,M,29.65,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010355Z AUTO 27011KT 10SM OVC065 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 04:00,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.65,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010400Z AUTO 27014KT 10SM OVC065 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 04:05,-73.7622,40.6386,M,M,M,260.00,13.00,M,29.65,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010405Z AUTO 26013KT 10SM OVC065 06/01 A2964 RMK T00600010 MADISHF
JFK,2020-01-01 04:10,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.66,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010410Z AUTO 27015KT 10SM OVC065 06/01 A2965 RMK T00600010 MADISHF
JFK,2020-01-01 04:15,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.66,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010415Z AUTO 27015KT 10SM OVC060 06/01 A2965 RMK T00600010 MADISHF
JFK,2020-01-01 04:20,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.66,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010420Z AUTO 27016KT 10SM OVC060 06/01 A2965 RMK T00600010 MADISHF
JFK,2020-01-01 04:25,-73.7622,40.6386,M,M,M,270.00,13.00,M,29.66,M,10.00,M,FEW,OVC,M,M,4800.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010425Z AUTO 27013KT 10SM FEW048 OVC060 06/01 A2965 RMK T00600010 MADISHF
JFK,2020-01-01 04:30,-73.7622,40.6386,M,M,M,270.00,11.00,M,29.66,M,10.00,M,FEW,SCT,OVC,M,3900.00,4800.00,6000.00,M,M,M,M,M,M,M,M,M,KJFK 010430Z AUTO 27011KT 10SM FEW039 SCT048 OVC060 06/01 A2965 RMK T00600010 MADISHF
JFK,2020-01-01 04:35,-73.7622,40.6386,M,M,M,270.00,13.00,M,29.66,M,10.00,M,FEW,SCT,OVC,M,3700.00,4900.00,6000.00,M,M,M,M,M,M,M,M,M,KJFK 010435Z AUTO 27013KT 10SM FEW037 SCT049 OVC060 06/01 A2965 RMK T00600010 MADISHF
JFK,2020-01-01 04:40,-73.7622,40.6386,M,M,M,280.00,11.00,M,29.66,M,10.00,M,SCT,SCT,OVC,M,3700.00,4900.00,6000.00,M,M,M,M,M,M,M,M,M,KJFK 010440Z AUTO 28011KT 10SM SCT037 SCT049 OVC060 06/01 A2965 RMK T00600010 MADISHF
JFK,2020-01-01 04:45,-73.7622,40.6386,M,M,M,280.00,11.00,M,29.66,M,10.00,M,SCT,BKN,OVC,M,3700.00,4900.00,5500.00,M,M,M,M,M,M,M,M,M,KJFK 010445Z AUTO 28011KT 10SM SCT037 BKN049 OVC055 06/01 A2965 RMK T00600010 MADISHF
JFK,2020-01-01 04:50,-73.7622,40.6386,M,M,M,270.00,11.00,M,29.66,M,10.00,M,SCT,BKN,OVC,M,3700.00,4900.00,5500.00,M,M,M,M,M,M,M,M,M,KJFK 010450Z AUTO 27011KT 10SM SCT037 BKN049 OVC055 06/00 A2965 RMK T00600000 MADISHF
JFK,2020-01-01 04:51,-73.7622,40.6386,42.10,32.00,67.17,270.00,13.00,0.00,29.66,1004.40,10.00,M,SCT,BKN,OVC,M,3700.00,4900.00,5500.00,M,M,M,M,M,M,M,M,34.51,KJFK 010451Z 27013KT 10SM SCT037 BKN049 OVC055 06/00 A2966 RMK AO2 SLP044 T00560000 400670033 $
JFK,2020-01-01 04:55,-73.7622,40.6386,M,M,M,290.00,18.00,M,29.66,M,10.00,M,SCT,OVC,M,M,3700.00,5500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010455Z AUTO 29018KT 10SM SCT037 OVC055 06/M01 A2965 RMK T00601010 MADISHF
JFK,2020-01-01 05:00,-73.7622,40.6386,M,M,M,280.00,13.00,M,29.66,M,10.00,M,FEW,OVC,M,M,3700.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010500Z AUTO 28013KT 10SM FEW037 OVC060 06/M01 A2965 RMK T00601010 MADISHF
JFK,2020-01-01 05:05,-73.7622,40.6386,M,M,M,270.00,13.00,M,29.66,M,10.00,M,FEW,OVC,M,M,3700.00,5500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010505Z AUTO 27013KT 10SM FEW037 OVC055 06/M01 A2965 RMK T00601010 MADISHF
JFK,2020-01-01 05:10,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.66,M,10.00,M,FEW,OVC,M,M,3700.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010510Z AUTO 27016KT 10SM FEW037 OVC060 06/M01 A2965 RMK T00601010 MADISHF
JFK,2020-01-01 05:15,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.66,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010515Z AUTO 27015KT 10SM OVC060 06/M02 A2965 RMK T00601020 MADISHF
JFK,2020-01-01 05:20,-73.7622,40.6386,M,M,M,280.00,16.00,M,29.66,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010520Z AUTO 28016KT 10SM OVC060 05/M02 A2965 RMK T00501020 MADISHF
JFK,2020-01-01 05:25,-73.7622,40.6386,M,M,M,280.00,15.00,M,29.66,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010525Z AUTO 28015KT 10SM OVC060 05/M02 A2965 RMK T00501020 MADISHF
JFK,2020-01-01 05:30,-73.7622,40.6386,M,M,M,280.00,15.00,M,29.66,M,10.00,20.00,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010530Z AUTO 28015G20KT 10SM OVC060 05/M02 A2965 RMK T00501020 MADISHF
JFK,2020-01-01 05:35,-73.7622,40.6386,M,M,M,290.00,15.00,M,29.66,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010535Z AUTO 29015KT 10SM OVC065 05/M02 A2965 RMK T00501020 MADISHF
JFK,2020-01-01 05:40,-73.7622,40.6386,M,M,M,280.00,13.00,M,29.66,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010540Z AUTO 28013KT 10SM OVC065 05/M02 A2965 RMK T00501020 MADISHF
JFK,2020-01-01 05:45,-73.7622,40.6386,M,M,M,280.00,14.00,M,29.66,M,10.00,20.00,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010545Z AUTO 28014G20KT 10SM OVC065 05/M02 A2965 RMK T00501020 MADISHF
JFK,2020-01-01 05:50,-73.7622,40.6386,M,M,M,280.00,17.00,M,29.66,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010550Z AUTO 28017KT 10SM OVC065 05/M03 A2965 RMK T00501030 MADISHF
JFK,2020-01-01 05:51,-73.7622,40.6386,41.00,27.00,57.15,280.00,16.00,0.00,29.66,1004.30,10.00,24.00,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,32.15,KJFK 010551Z 28016G24KT 10SM OVC065 05/M03 A2966 RMK AO2 SLP043 60000 T00501028 10067 20050 50004 $
JFK,2020-01-01 05:55,-73.7622,40.6386,M,M,M,270.00,13.00,M,29.66,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010555Z AUTO 27013KT 10SM OVC065 05/M02 A2965 RMK T00501020 MADISHF
JFK,2020-01-01 06:00,-73.7622,40.6386,M,M,M,280.00,16.00,M,29.66,M,10.00,M,BKN,OVC,M,M,6500.00,7999.00,M,M,M,M,M,M,M,M,M,M,KJFK 010600Z AUTO 28016KT 10SM BKN065 OVC079 05/M02 A2965 RMK T00501020 MADISHF
JFK,2020-01-01 06:05,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.66,M,10.00,M,BKN,OVC,M,M,6500.00,7500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010605Z AUTO 27014KT 10SM BKN065 OVC075 04/M03 A2965 RMK T00401030 MADISHF
JFK,2020-01-01 06:10,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.66,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010610Z AUTO 27015KT 10SM OVC070 04/M02 A2965 RMK T00401020 MADISHF
JFK,2020-01-01 06:15,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.66,M,10.00,M,SCT,OVC,M,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010615Z AUTO 27014KT 10SM SCT060 OVC075 04/M02 A2965 RMK T00401020 MADISHF
JFK,2020-01-01 06:20,-73.7622,40.6386,M,M,M,280.00,17.00,M,29.67,M,10.00,M,FEW,OVC,M,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010620Z AUTO 28017KT 10SM FEW060 OVC075 04/M02 A2967 RMK T00401020 MADISHF
JFK,2020-01-01 06:25,-73.7622,40.6386,M,M,M,280.00,15.00,M,29.67,M,10.00,M,BKN,OVC,M,M,7500.00,10000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010625Z AUTO 28015KT 10SM BKN075 OVC100 04/M02 A2967 RMK T00401020 MADISHF
JFK,2020-01-01 06:30,-73.7622,40.6386,M,M,M,280.00,11.00,M,29.67,M,10.00,M,BKN,OVC,M,M,7500.00,10000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010630Z AUTO 28011KT 10SM BKN075 OVC100 04/M02 A2967 RMK T00401020 MADISHF
JFK,2020-01-01 06:35,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.67,M,10.00,M,SCT,OVC,M,M,7500.00,10000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010635Z AUTO 27015KT 10SM SCT075 OVC100 04/M02 A2967 RMK T00401020 MADISHF
JFK,2020-01-01 06:40,-73.7622,40.6386,M,M,M,270.00,11.00,M,29.67,M,10.00,M,SCT,OVC,M,M,7500.00,10000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010640Z AUTO 27011KT 10SM SCT075 OVC100 04/M02 A2967 RMK T00401020 MADISHF
JFK,2020-01-01 06:45,-73.7622,40.6386,M,M,M,260.00,15.00,M,29.67,M,10.00,M,FEW,OVC,M,M,7999.00,10000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010645Z AUTO 26015KT 10SM FEW079 OVC100 04/M01 A2967 RMK T00401010 MADISHF
JFK,2020-01-01 06:50,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.67,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010650Z AUTO 27015KT 10SM OVC100 04/M01 A2967 RMK T00401010 MADISHF
