#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2020-01-01 00:00:00+00:00 2020-01-03 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
NYC,2020-01-01 10:51,-73.9693,40.7790,37.00,21.90,54.01,M,3.00,0.00,29.71,1005.30,10.00,18.00,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,34.40,KNYC 011051Z AUTO VRB03G18KT 10SM OVC060 03/M06 A2971 RMK AO2 SLP053 T00281056 $
NYC,2020-01-01 11:51,-73.9693,40.7790,37.00,25.00,61.50,260.00,7.00,0.00,29.72,1005.60,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,30.87,KNYC 011151Z AUTO 26007KT 10SM OVC065 03/M04 A2972 RMK AO2 SLP056 70002 T00281039 10044 20022 53008 $
NYC,2020-01-01 12:51,-73.9693,40.7790,37.40,24.80,60.04,270.00,7.00,0.00,29.73,M,10.00,15.00,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,31.36,KNYC 011251Z AUTO 27007G15KT 10SM OVC060 03/M04 A2973 RMK AO2
NYC,2020-01-01 13:51,-73.9693,40.7790,37.00,21.90,54.01,270.00,10.00,0.00,29.76,1006.80,10.00,20.00,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,29.24,KNYC 011351Z AUTO 27010G20KT 10SM OVC060 03/M06 A2976 RMK AO2 SLP068 T00281056 $
NYC,2020-01-01 14:51,-73.9693,40.7790,37.90,21.90,52.13,M,5.00,0.00,29.78,1007.60,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,33.40,KNYC 011451Z AUTO VRB05KT 10SM OVC060 03/M06 A2978 RMK AO2 SLP076 T00331056 53020 $
NYC,2020-01-01 15:51,-73.9693,40.7790,37.90,19.00,46.08,280.00,10.00,0.00,29.77,1007.40,10.00,21.00,FEW,OVC,M,M,4700.00,6000.00,M,M,M,M,M,M,M,M,M,30.37,KNYC 011551Z AUTO 28010G21KT 10SM FEW047 OVC060 03/M07 A2977 RMK AO2 SLP074 T00331072 $
NYC,2020-01-01 16:51,-73.9693,40.7790,39.00,18.00,42.28,290.00,10.00,0.00,29.76,1007.00,10.00,21.00,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,31.75,KNYC 011651Z AUTO 29010G21KT 270V340 10SM BKN055 04/M08 A2976 RMK AO2 SLP070 T00391078 $
NYC,2020-01-01 17:51,-73.9693,40.7790,37.90,19.00,46.08,270.00,7.00,0.00,29.75,1006.70,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,31.97,KNYC 011751Z AUTO 27007KT 230V310 10SM OVC050 03/M07 A2975 RMK AO2 SLP067 T00331072 10039 20022 58009 $
NYC,2020-01-01 18:51,-73.9693,40.7790,37.90,18.00,44.14,290.00,8.00,0.00,29.76,1006.90,10.00,M,OVC,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,31.38,KNYC 011851Z AUTO 29008KT 260V330 10SM OVC048 03/M08 A2976 RMK AO2 SLP069 T00331078 $
NYC,2020-01-01 19:51,-73.9693,40.7790,37.90,19.00,46.08,280.00,10.00,0.00,29.78,1007.50,10.00,17.00,OVC,M,M,M,4900.00,M,M,M,M,M,M,M,M,M,M,30.37,KNYC 011951Z AUTO 28010G17KT 10SM OVC049 03/M07 A2978 RMK AO2 SLP075 T00331072 $
NYC,2020-01-01 20:51,-73.9693,40.7790,37.90,19.00,46.08,280.00,9.00,0.00,29.80,1008.30,10.00,15.00,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,30.85,KNYC 012051Z AUTO 28009G15KT 10SM OVC050 03/M07 A2980 RMK AO2 SLP083 T00331072 53016 $
NYC,2020-01-01 21:51,-73.9693,40.7790,37.90,19.90,47.89,280.00,6.00,0.00,29.83,1009.50,10.00,18.00,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,32.64,KNYC 012151Z AUTO 28006G18KT 10SM OVC050 03/M07 A2983 RMK AO2 SLP095 T00331067 $
NYC,2020-01-01 22:51,-73.9693,40.7790,37.90,19.90,47.89,270.00,6.00,0.00,29.85,1010.00,10.00,17.00,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,32.64,KNYC 012251Z AUTO 27006G17KT 10SM OVC050 03/M07 A2985 RMK AO2 SLP100 T00331067 $
NYC,2020-01-01 23:51,-73.9693,40.7790,37.00,19.90,49.61,280.00,8.00,0.00,29.87,1010.70,10.00,15.00,OVC,M,M,M,4900.00,M,M,M,M,M,M,M,M,M,M,30.27,KNYC 012351Z AUTO 28008G15KT 250V330 10SM OVC049 03/M07 A2987 RMK AO2 SLP107 T00281067 10033 20028 51024 $
NYC,2020-01-02 00:51,-73.9693,40.7790,36.00,19.00,49.66,280.00,8.00,0.00,29.89,1011.20,10.00,17.00,BKN,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,29.04,KNYC 020051Z AUTO 28008G17KT 10SM BKN046 02/M07 A2989 RMK AO2 SLP112 T00221072 $
NYC,2020-01-02 01:51,-73.9693,40.7790,35.10,19.00,51.47,260.00,8.00,0.00,29.91,1012.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.93,KNYC 020151Z AUTO 26008KT 10SM CLR 02/M07 A2991 RMK AO2 SLP120 T00171072 $
NYC,2020-01-02 02:51,-73.9693,40.7790,35.10,19.00,51.47,270.00,5.00,0.00,29.91,1012.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.08,KNYC 020251Z AUTO 27005KT 10SM CLR 02/M07 A2991 RMK AO2 SLP122 T00171072 51015 $
NYC,2020-01-02 03:51,-73.9693,40.7790,35.10,19.00,51.47,260.00,7.00,0.00,29.92,1012.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.56,KNYC 020351Z AUTO 26007KT 10SM CLR 02/M07 A2992 RMK AO2 SLP122 T00171072 $
NYC,2020-01-02 04:51,-73.9693,40.7790,34.00,18.00,51.52,M,4.00,0.00,29.92,1012.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.76,KNYC 020451Z AUTO VRB04KT 10SM CLR 01/M08 A2992 RMK AO2 SLP125 T00111078 40000011 $
NYC,2020-01-02 05:51,-73.9693,40.7790,M,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KNYC 020551Z
NYC,2020-01-02 06:51,-73.9693,40.7790,34.00,19.90,55.88,240.00,7.00,0.00,29.94,1013.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.22,KNYC 020651Z AUTO 24007KT 10SM CLR 01/M07 A2994 RMK AO2 SLP132 T00111067 $
NYC,2020-01-02 07:51,-73.9693,40.7790,34.00,19.90,55.88,M,5.00,0.00,29.95,1013.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.77,KNYC 020751Z AUTO VRB05KT 10SM CLR 01/M07 A2995 RMK AO2 SLP135 T00111067 $
NYC,2020-01-02 08:51,-73.9693,40.7790,34.00,21.00,58.56,M,5.00,0.00,29.95,1013.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.77,KNYC 020851Z AUTO VRB05KT 10SM CLR 01/M06 A2995 RMK AO2 SLP136 T00111061 51010 $
NYC,2020-01-02 09:51,-73.9693,40.7790,34.00,21.00,58.56,240.00,7.00,0.00,29.97,1014.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.22,KNYC 020951Z AUTO 24007KT 10SM CLR 01/M06 A2997 RMK AO2 SLP140 T00111061 $
NYC,2020-01-02 10:51,-73.9693,40.7790,34.00,21.00,58.56,230.00,5.00,0.00,29.98,1014.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.77,KNYC 021051Z AUTO 23005KT 10SM CLR 01/M06 A2998 RMK AO2 SLP143 T00111061 $
NYC,2020-01-02 11:51,-73.9693,40.7790,34.00,21.00,58.56,240.00,4.00,0.00,29.99,1014.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.76,KNYC 021151Z AUTO 24004KT 10SM CLR 01/M06 A2999 RMK AO2 SLP148 T00111061 10017 20006 51012 $
NYC,2020-01-02 12:51,-73.9693,40.7790,35.10,21.00,56.05,0.00,0.00,0.00,29.99,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KNYC 021251Z AUTO 00000KT 10SM CLR 02/M06 A2999 RMK AO2 SLP149 T00171061 $
NYC,2020-01-02 13:51,-73.9693,40.7790,37.90,21.90,52.13,M,3.00,0.00,30.00,1015.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.43,KNYC 021351Z AUTO VRB03KT 10SM CLR 03/M06 A3000 RMK AO2 SLP151 T00331056 $
NYC,2020-01-02 14:51,-73.9693,40.7790,46.90,36.00,65.63,250.00,6.00,0.00,30.01,1016.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.48,KNYC 021451Z AUTO 25006KT 10SM CLR 05/M05 A3001 RMK AO2 SLP154 T00501050 53007 $ NN NO CARRIER RING CONNECT 1200 WBCMTRNUI ALL TTAA00 KNUI 021453 METAR KNUI 021453Z AUTO 19007KT 10SM CLR 08/02 A3003 RMK AO2 SLP169 T00830022 51013 $
NYC,2020-01-02 15:51,-73.9693,40.7790,43.00,25.00,48.70,M,4.00,0.00,29.99,1014.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.27,KNYC 021551Z AUTO VRB04KT 10SM CLR 06/M04 A2999 RMK AO2 SLP147 T00611039 $
NYC,2020-01-02 16:51,-73.9693,40.7790,44.60,24.80,45.44,260.00,4.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.13,KNYC 021651Z AUTO 26004KT 10SM CLR 07/M04 A2997 RMK AO
NYC,2020-01-02 17:51,-73.9693,40.7790,46.00,25.00,43.44,0.00,0.00,0.00,29.94,1013.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KNYC 021751Z AUTO 00000KT 10SM CLR 08/M04 A2994 RMK AO2 SLP130 T00781039 10078 20011 58024 $
NYC,2020-01-02 18:51,-73.9693,40.7790,48.00,24.10,38.80,M,5.00,0.00,29.93,1012.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.40,KNYC 021851Z AUTO VRB05KT 10SM CLR 09/M04 A2993 RMK AO2 SLP128 T00891044 $
NYC,2020-01-02 19:51,-73.9693,40.7790,48.90,24.10,37.52,230.00,7.00,0.00,29.92,1012.50,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.38,KNYC 021951Z AUTO 23007G16KT 200V270 10SM CLR 09/M04 A2992 RMK AO2 SLP125 T00941044 $
NYC,2020-01-02 20:51,-73.9693,40.7790,48.90,25.00,38.95,230.00,7.00,0.00,29.91,1012.10,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.38,KNYC 022051Z AUTO 23007G15KT 10SM CLR 09/M04 A2991 RMK AO2 SLP121 T00941039 58009 $
NYC,2020-01-02 21:51,-73.9693,40.7790,48.00,27.00,43.77,240.00,10.00,0.00,29.91,1011.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.03,KNYC 022151Z AUTO 24010KT 10SM CLR 09/M03 A2991 RMK AO2 SLP119 T00891028 $
NYC,2020-01-02 22:51,-73.9693,40.7790,48.00,30.00,49.49,M,6.00,0.00,29.91,1011.90,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.80,KNYC 022251Z AUTO VRB06G15KT 10SM CLR 09/M01 A2991 RMK AO2 SLP119 T00891011 $
NYC,2020-01-02 23:51,-73.9693,40.7790,48.00,30.90,51.34,220.00,8.00,0.00,29.89,1011.50,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.82,KNYC 022351Z AUTO 22008G16KT 10SM CLR 09/M01 A2989 RMK AO2 SLP115 T00891006 10094 20078 58006 $
