#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2020-01-01 00:00:00+00:00 2020-01-03 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
LGA,2020-01-01 01:45,-73.8803,40.7794,M,M,M,280.00,17.00,0.01,29.64,M,10.00,M,FEW,SCT,OVC,M,2700.00,3500.00,4900.00,M,-RA,M,M,M,M,M,M,M,KLGA 010145Z AUTO 28017KT 10SM -RA FEW027 SCT035 OVC049 07/02 A2963 RMK P0000 T00700020 MADISHF
LGA,2020-01-01 01:50,-73.8803,40.7794,M,M,M,260.00,16.00,0.01,29.65,M,10.00,M,FEW,SCT,OVC,M,2700.00,3300.00,4900.00,M,-RA,M,M,M,M,M,M,M,KLGA 010150Z AUTO 26016KT 10SM -RA FEW027 SCT033 OVC049 07/01 A2964 RMK P0000 T00700010 MADISHF
LGA,2020-01-01 01:51,-73.8803,40.7794,44.10,34.00,67.41,280.00,14.00,0.01,29.65,1003.90,10.00,24.00,FEW,SCT,OVC,M,2700.00,3300.00,4900.00,M,-RA,M,M,M,M,M,M,36.76,KLGA 010151Z 28014G24KT 10SM -RA FEW027 SCT033 OVC049 07/01 A2965 RMK AO2 RAB17 CIG 037 R22 SW SLP039 P0001 T00670011
LGA,2020-01-01 01:55,-73.8803,40.7794,M,M,M,M,17.00,M,29.64,M,10.00,M,SCT,BKN,OVC,M,2700.00,3300.00,4900.00,M,-RA,M,M,M,M,M,M,M,KLGA 010155Z AUTO ///17KT 10SM -RA SCT027 BKN033 OVC049 07/01 A2963 RMK T00700010 MADISHF
LGA,2020-01-01 02:00,-73.8803,40.7794,M,M,M,M,17.00,M,29.64,M,10.00,M,SCT,BKN,OVC,M,2700.00,3100.00,4900.00,M,-RA,M,M,M,M,M,M,M,KLGA 010200Z AUTO ///17KT 10SM -RA SCT027 BKN031 OVC049 06/01 A2963 RMK T00600010 MADISHF
LGA,2020-01-01 02:05,-73.8803,40.7794,M,M,M,280.00,13.00,M,29.64,M,10.00,M,SCT,BKN,OVC,M,2700.00,3100.00,4900.00,M,-RA,M,M,M,M,M,M,M,KLGA 010205Z AUTO 28013KT 10SM -RA SCT027 BKN031 OVC049 06/01 A2963 RMK T00600010 MADISHF
LGA,2020-01-01 02:10,-73.8803,40.7794,M,M,M,260.00,13.00,M,29.64,M,10.00,M,FEW,SCT,OVC,M,2700.00,3200.00,5000.00,M,-RA,M,M,M,M,M,M,M,KLGA 010210Z AUTO 26013KT 10SM -RA FEW027 SCT032 OVC050 06/01 A2963 RMK T00600010 MADISHF
LGA,2020-01-01 02:15,-73.8803,40.7794,M,M,M,260.00,11.00,M,29.64,M,10.00,M,SCT,BKN,OVC,M,2700.00,5000.00,7000.00,M,-RA,M,M,M,M,M,M,M,KLGA 010215Z AUTO 26011KT 10SM -RA SCT027 BKN050 OVC070 06/01 A2963 RMK T00600010 MADISHF
LGA,2020-01-01 02:20,-73.8803,40.7794,M,M,M,250.00,9.00,M,29.64,M,10.00,M,FEW,OVC,M,M,2900.00,6000.00,M,M,-RA,M,M,M,M,M,M,M,KLGA 010220Z AUTO 25009KT 10SM -RA FEW029 OVC060 06/01 A2963 RMK T00600010 MADISHF
LGA,2020-01-01 02:25,-73.8803,40.7794,M,M,M,270.00,11.00,M,29.64,M,10.00,M,FEW,OVC,M,M,2900.00,6000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010225Z AUTO 27011KT 10SM FEW029 OVC060 06/01 A2963 RMK T00600010 MADISHF
LGA,2020-01-01 02:30,-73.8803,40.7794,M,M,M,250.00,13.00,M,29.64,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010230Z AUTO 25013KT 10SM OVC060 06/01 A2963 RMK T00600010 MADISHF
LGA,2020-01-01 02:35,-73.8803,40.7794,M,M,M,270.00,11.00,M,29.64,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010235Z AUTO 27011KT 10SM OVC060 06/01 A2963 RMK T00600010 MADISHF
LGA,2020-01-01 02:40,-73.8803,40.7794,M,M,M,260.00,11.00,M,29.64,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010240Z AUTO 26011KT 10SM OVC060 06/01 A2963 RMK T00600010 MADISHF
LGA,2020-01-01 02:45,-73.8803,40.7794,M,M,M,250.00,14.00,M,29.64,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010245Z AUTO 25014KT 10SM OVC055 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 02:50,-73.8803,40.7794,M,M,M,270.00,13.00,M,29.64,M,10.00,M,FEW,OVC,M,M,2700.00,5500.00,M,M,M,M,M,M,M,M,M,M,KLGA 010250Z AUTO 27013KT 10SM FEW027 OVC055 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 02:51,-73.8803,40.7794,43.00,32.00,64.88,270.00,12.00,0.0001,29.64,1003.50,10.00,21.00,FEW,OVC,M,M,2700.00,5500.00,M,M,-RA,M,M,M,M,M,M,36.00,KLGA 010251Z 27012G21KT 10SM -RA FEW027 OVC055 06/00 A2964 RMK AO2 RAE21B51 SLP035 P0000 60001 T00610000 52002
LGA,2020-01-01 02:55,-73.8803,40.7794,M,M,M,260.00,13.00,M,29.64,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,-RA,M,M,M,M,M,M,M,KLGA 010255Z AUTO 26013KT 10SM -RA OVC055 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 03:00,-73.8803,40.7794,M,M,M,260.00,11.00,M,29.64,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,-RA,M,M,M,M,M,M,M,KLGA 010300Z AUTO 26011KT 10SM -RA OVC055 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 03:05,-73.8803,40.7794,M,M,M,270.00,10.00,M,29.64,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,-RA,M,M,M,M,M,M,M,KLGA 010305Z AUTO 27010KT 10SM -RA OVC055 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 03:10,-73.8803,40.7794,M,M,M,270.00,15.00,M,29.64,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,-RA,M,M,M,M,M,M,M,KLGA 010310Z AUTO 27015KT 10SM -RA OVC055 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 03:15,-73.8803,40.7794,M,M,M,270.00,10.00,M,29.64,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010315Z AUTO 27010KT 10SM OVC055 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 03:20,-73.8803,40.7794,M,M,M,280.00,13.00,M,29.64,M,10.00,18.00,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010320Z AUTO 28013G18KT 10SM OVC060 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 03:25,-73.8803,40.7794,M,M,M,270.00,11.00,M,29.64,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010325Z AUTO 27011KT 10SM OVC060 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 03:30,-73.8803,40.7794,M,M,M,280.00,10.00,M,29.63,M,10.00,M,BKN,OVC,M,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,M,KLGA 010330Z AUTO 28010KT 10SM BKN060 OVC075 06/00 A2962 RMK T00600000 MADISHF
LGA,2020-01-01 03:35,-73.8803,40.7794,M,M,M,290.00,10.00,M,29.63,M,10.00,16.00,BKN,OVC,M,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,M,KLGA 010335Z AUTO 29010G16KT 10SM BKN060 OVC075 06/00 A2962 RMK T00600000 MADISHF
LGA,2020-01-01 03:40,-73.8803,40.7794,M,M,M,300.00,14.00,M,29.63,M,10.00,M,BKN,OVC,M,M,7000.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010340Z AUTO 30014KT 10SM BKN070 OVC100 06/00 A2962 RMK T00600000 MADISHF
LGA,2020-01-01 03:45,-73.8803,40.7794,M,M,M,300.00,10.00,M,29.63,M,10.00,M,BKN,OVC,M,M,7000.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010345Z AUTO 30010KT 10SM BKN070 OVC100 06/M01 A2962 RMK T00601010 MADISHF
LGA,2020-01-01 03:50,-73.8803,40.7794,M,M,M,290.00,10.00,M,29.63,M,10.00,M,BKN,OVC,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,M,KLGA 010350Z AUTO 29010KT 10SM BKN070 OVC095 06/00 A2962 RMK T00600000 MADISHF
LGA,2020-01-01 03:51,-73.8803,40.7794,42.10,32.00,67.17,300.00,11.00,0.0001,29.63,1003.50,10.00,M,BKN,OVC,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,35.23,KLGA 010351Z 30011KT 10SM BKN070 OVC095 06/00 A2963 RMK AO2 RAE14 SLP035 P0000 T00560000
LGA,2020-01-01 03:55,-73.8803,40.7794,M,M,M,290.00,15.00,M,29.64,M,10.00,M,BKN,OVC,M,M,7000.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010355Z AUTO 29015KT 10SM BKN070 OVC100 06/00 A2963 RMK T00600000 MADISHF
LGA,2020-01-01 04:00,-73.8803,40.7794,M,M,M,300.00,14.00,M,29.64,M,10.00,M,BKN,BKN,OVC,M,6500.00,7500.00,10000.00,M,M,M,M,M,M,M,M,M,KLGA 010400Z AUTO 30014KT 10SM BKN065 BKN075 OVC100 06/M01 A2963 RMK T00601010 MADISHF
LGA,2020-01-01 04:05,-73.8803,40.7794,M,M,M,300.00,17.00,M,29.64,M,10.00,M,BKN,OVC,M,M,7000.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010405Z AUTO 30017KT 10SM BKN070 OVC100 06/M01 A2963 RMK T00601010 MADISHF
LGA,2020-01-01 04:10,-73.8803,40.7794,M,M,M,290.00,16.00,M,29.64,M,10.00,M,FEW,BKN,OVC,M,5000.00,6500.00,10000.00,M,M,M,M,M,M,M,M,M,KLGA 010410Z AUTO 29016KT 10SM FEW050 BKN065 OVC100 06/M01 A2963 RMK T00601010 MADISHF
LGA,2020-01-01 04:15,-73.8803,40.7794,M,M,M,290.00,17.00,M,29.64,M,10.00,M,BKN,OVC,M,M,6000.00,11000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010415Z AUTO 29017KT 10SM BKN060 OVC110 06/M02 A2963 RMK T00601020 MADISHF
LGA,2020-01-01 04:20,-73.8803,40.7794,M,M,M,300.00,15.00,M,29.64,M,10.00,M,BKN,OVC,M,M,6000.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010420Z AUTO 30015KT 10SM BKN060 OVC100 06/M02 A2963 RMK T00601020 MADISHF
LGA,2020-01-01 04:25,-73.8803,40.7794,M,M,M,290.00,13.00,M,29.64,M,10.00,M,BKN,OVC,M,M,6000.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010425Z AUTO 29013KT 10SM BKN060 OVC100 06/M02 A2963 RMK T00601020 MADISHF
LGA,2020-01-01 04:30,-73.8803,40.7794,M,M,M,270.00,16.00,M,29.64,M,10.00,M,BKN,BKN,OVC,M,6000.00,7500.00,10000.00,M,M,M,M,M,M,M,M,M,KLGA 010430Z AUTO 27016KT 10SM BKN060 BKN075 OVC100 06/M02 A2963 RMK T00601020 MADISHF
LGA,2020-01-01 04:35,-73.8803,40.7794,M,M,M,290.00,15.00,M,29.64,M,10.00,M,BKN,OVC,M,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,M,KLGA 010435Z AUTO 29015KT 10SM BKN060 OVC075 06/M02 A2963 RMK T00601020 MADISHF
LGA,2020-01-01 04:40,-73.8803,40.7794,M,M,M,270.00,16.00,M,29.64,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010440Z AUTO 27016KT 10SM OVC065 06/M02 A2963 RMK T00601020 MADISHF
LGA,2020-01-01 04:45,-73.8803,40.7794,M,M,M,280.00,15.00,M,29.64,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010445Z AUTO 28015KT 10SM OVC065 06/M03 A2963 RMK T00601030 MADISHF
LGA,2020-01-01 04:50,-73.8803,40.7794,M,M,M,270.00,11.00,M,29.64,M,10.00,M,BKN,BKN,OVC,M,6000.00,7500.00,10000.00,M,M,M,M,M,M,M,M,M,KLGA 010450Z AUTO 27011KT 10SM BKN060 BKN075 OVC100 06/M03 A2963 RMK T00601030 MADISHF
LGA,2020-01-01 04:51,-73.8803,40.7794,42.10,27.00,54.78,280.00,12.00,0.00,29.64,1003.70,10.00,20.00,BKN,BKN,OVC,M,6000.00,7500.00,10000.00,M,M,M,M,M,27.00,250.00,2020-01-01 04:37,34.86,KLGA 010451Z 28012G20KT 10SM BKN060 BKN075 OVC100 06/M03 A2964 RMK AO2 PK WND 25027/0437 SLP037 T00561028 400780033
LGA,2020-01-01 04:55,-73.8803,40.7794,M,M,M,260.00,10.00,M,29.64,M,10.00,M,BKN,OVC,M,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,M,KLGA 010455Z AUTO 26010KT 10SM BKN060 OVC075 06/M03 A2963 RMK T00601030 MADISHF
LGA,2020-01-01 05:00,-73.8803,40.7794,M,M,M,260.00,11.00,M,29.64,M,10.00,17.00,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010500Z AUTO 26011G17KT 10SM OVC060 06/M03 A2963 RMK T00601030 MADISHF
LGA,2020-01-01 05:05,-73.8803,40.7794,M,M,M,270.00,14.00,M,29.64,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010505Z AUTO 27014KT 10SM OVC060 05/M03 A2963 RMK T00501030 MADISHF
LGA,2020-01-01 05:10,-73.8803,40.7794,M,M,M,270.00,10.00,M,29.65,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010510Z AUTO 27010KT 10SM OVC060 06/M03 A2964 RMK T00601030 MADISHF
LGA,2020-01-01 05:15,-73.8803,40.7794,M,M,M,260.00,11.00,M,29.64,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010515Z AUTO 26011KT 10SM OVC060 05/M03 A2963 RMK T00501030 MADISHF
LGA,2020-01-01 05:20,-73.8803,40.7794,M,M,M,270.00,13.00,M,29.64,M,10.00,M,BKN,OVC,M,M,6500.00,8500.00,M,M,M,M,M,M,M,M,M,M,KLGA 010520Z AUTO 27013KT 10SM BKN065 OVC085 05/M03 A2963 RMK T00501030 MADISHF
LGA,2020-01-01 05:25,-73.8803,40.7794,M,M,M,M,16.00,M,29.64,M,10.00,M,BKN,OVC,M,M,6500.00,9000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010525Z AUTO ///16KT 10SM BKN065 OVC090 05/M04 A2963 RMK T00501040 MADISHF
LGA,2020-01-01 05:30,-73.8803,40.7794,M,M,M,260.00,14.00,M,29.64,M,10.00,M,SCT,BKN,OVC,M,6500.00,7999.00,10000.00,M,M,M,M,M,M,M,M,M,KLGA 010530Z AUTO 26014KT 10SM SCT065 BKN079 OVC100 05/M04 A2963 RMK T00501040 MADISHF
LGA,2020-01-01 05:35,-73.8803,40.7794,M,M,M,260.00,14.00,M,29.64,M,10.00,M,FEW,OVC,M,M,6500.00,7999.00,M,M,M,M,M,M,M,M,M,M,KLGA 010535Z AUTO 26014KT 10SM FEW065 OVC079 05/M04 A2963 RMK T00501040 MADISHF
LGA,2020-01-01 05:40,-73.8803,40.7794,M,M,M,260.00,11.00,M,29.64,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010540Z AUTO 26011KT 10SM OVC079 05/M03 A2963 RMK T00501030 MADISHF
LGA,2020-01-01 05:45,-73.8803,40.7794,M,M,M,260.00,16.00,M,29.64,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010545Z AUTO 26016KT 10SM OVC079 04/M03 A2963 RMK T00401030 MADISHF
LGA,2020-01-01 05:50,-73.8803,40.7794,M,M,M,270.00,11.00,M,29.65,M,10.00,M,BKN,OVC,M,M,7999.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010550Z AUTO 27011KT 10SM BKN079 OVC100 04/M04 A2964 RMK T00401040 MADISHF
LGA,2020-01-01 05:51,-73.8803,40.7794,39.90,25.00,54.90,270.00,12.00,0.00,29.65,1003.80,10.00,21.00,BKN,OVC,M,M,8000.00,10000.00,M,M,M,M,M,M,M,M,M,32.06,KLGA 010551Z 27012G21KT 10SM BKN080 OVC100 04/M04 A2965 RMK AO2 SLP038 60001 T00441039 10072 20044 53003
LGA,2020-01-01 05:55,-73.8803,40.7794,M,M,M,270.00,15.00,M,29.65,M,10.00,20.00,BKN,OVC,M,M,7999.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010555Z AUTO 27015G20KT 10SM BKN079 OVC100 04/M04 A2964 RMK T00401040 MADISHF
LGA,2020-01-01 06:00,-73.8803,40.7794,M,M,M,270.00,13.00,M,29.64,M,10.00,18.00,BKN,OVC,M,M,7999.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010600Z AUTO 27013G18KT 10SM BKN079 OVC100 04/M04 A2963 RMK T00401040 MADISHF
LGA,2020-01-01 06:05,-73.8803,40.7794,M,M,M,280.00,10.00,M,29.64,M,10.00,16.00,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010605Z AUTO 28010G16KT 10SM OVC095 04/M04 A2963 RMK T00401040 MADISHF
LGA,2020-01-01 06:10,-73.8803,40.7794,M,M,M,280.00,11.00,M,29.65,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010610Z AUTO 28011KT 10SM OVC100 04/M04 A2964 RMK T00401040 MADISHF
LGA,2020-01-01 06:15,-73.8803,40.7794,M,M,M,280.00,15.00,M,29.65,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010615Z AUTO 28015KT 10SM OVC100 04/M04 A2964 RMK T00401040 MADISHF
LGA,2020-01-01 06:20,-73.8803,40.7794,M,M,M,280.00,11.00,M,29.65,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010620Z AUTO 28011KT 10SM OVC100 04/M03 A2964 RMK T00401030 MADISHF
LGA,2020-01-01 06:25,-73.8803,40.7794,M,M,M,270.00,15.00,M,29.65,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010625Z AUTO 27015KT 10SM OVC100 04/M04 A2964 RMK T00401040 MADISHF
LGA,2020-01-01 06:30,-73.8803,40.7794,M,M,M,270.00,11.00,M,29.65,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010630Z AUTO 27011KT 10SM OVC100 04/M04 A2964 RMK T00401040 MADISHF
LGA,2020-01-01 06:35,-73.8803,40.7794,M,M,M,260.00,13.00,M,29.65,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KLGA 010635Z AUTO 26013KT 10SM OVC100 04/M03 A2964 RMK T00401030 MADISHF
LGA,2020-01-01 06:40,-73.8803,40.7794,M,M,M,260.00,11.00,M,29.65,M,10.00,M,FEW,OVC,M,M,7000.00,10000.00,M,M,M,M,M,M,M,M,M,M,KLGA 010640Z AUTO 26011KT 10SM FEW070 OVC100 04/M03 A2964 RMK T00401030 MADISHF
